case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-1333	codex	running	untrusted_auto	sidebar_hidden_dashboard	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1334	codex	running	untrusted_auto	sidebar_hidden_dashboard	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1335	codex	running	untrusted_auto	sidebar_hidden_dashboard	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1336	codex	running	untrusted_auto	sidebar_hidden_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on sidebar hidden with dashboard expanded; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1337	codex	running	untrusted_auto	boss_pane_collapsed	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1338	codex	running	untrusted_auto	boss_pane_collapsed	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1339	codex	running	untrusted_auto	boss_pane_collapsed	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1340	codex	running	untrusted_auto	boss_pane_collapsed	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1341	codex	running	untrusted_auto	boss_pane_collapsed	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1342	codex	running	untrusted_auto	boss_pane_collapsed	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1343	codex	running	untrusted_auto	boss_pane_collapsed	agent_missing	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1344	codex	running	untrusted_auto	boss_pane_collapsed	agent_missing	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on boss pane collapsed so terminal gets more space; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1345	codex	running	untrusted_auto	terminal_focus	registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1346	codex	running	untrusted_auto	terminal_focus	registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1347	codex	running	untrusted_auto	terminal_focus	not_registered	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1348	codex	running	untrusted_auto	terminal_focus	not_registered	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1349	codex	running	untrusted_auto	terminal_focus	needs_update	available	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-1350	codex	running	untrusted_auto	terminal_focus	needs_update	missing	noAction	false	blocked	Operator sees OpenAI Codex terminal as currently running on terminal focus mode; posture is untrusted, auto-resume requested. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing; terminal agent is untrusted.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
